,DetectedCamera_Front,DetectedCamera_Left,DetectedCamera_Rear,DetectedCamera_Right,AngleOfSign,SignAspectRatio,SignWidth,SignHeight
494,0.0,0.0,1.0,0.0,205,0.96,53,55
495,0.0,0.0,0.0,1.0,79,0.36,43,120
496,1.0,0.0,0.0,0.0,31,1.03,217,210
497,1.0,0.0,0.0,0.0,14,0.96,81,84
498,0.0,0.0,0.0,1.0,42,1.45,133,92
499,0.0,0.0,1.0,0.0,216,0.93,55,59
500,0.0,0.0,1.0,0.0,216,1.05,66,63
501,0.0,0.0,0.0,1.0,63,0.78,140,179
502,0.0,0.0,0.0,1.0,66,0.66,75,114
503,0.0,0.0,1.0,0.0,224,1.09,75,69
504,1.0,0.0,0.0,0.0,311,1.56,81,52
505,1.0,0.0,0.0,0.0,33,0.98,213,217
506,0.0,1.0,0.0,0.0,244,0.66,42,64
507,0.0,1.0,0.0,0.0,246,0.58,41,71
508,1.0,0.0,0.0,0.0,23,0.75,50,67
509,0.0,0.0,0.0,1.0,74,0.54,70,129
510,0.0,0.0,0.0,1.0,68,0.67,42,63
511,0.0,0.0,1.0,0.0,217,1.14,65,57
512,1.0,0.0,0.0,0.0,40,0.99,98,99
513,1.0,0.0,0.0,0.0,24,1.02,107,105
514,0.0,0.0,0.0,1.0,69,0.7,119,169
515,0.0,0.0,0.0,1.0,71,0.47,99,212
516,1.0,0.0,0.0,0.0,13,1.0,67,67
517,0.0,0.0,1.0,0.0,193,0.95,36,38
518,0.0,1.0,0.0,0.0,239,1.09,49,45
519,0.0,1.0,0.0,0.0,239,1.09,49,45
520,0.0,1.0,0.0,0.0,235,0.93,69,74
521,1.0,0.0,0.0,0.0,20,0.91,110,121
522,1.0,0.0,0.0,0.0,24,0.78,69,88
523,0.0,0.0,1.0,0.0,215,1.0,52,52
524,0.0,0.0,1.0,0.0,215,1.0,52,52
525,1.0,0.0,0.0,0.0,25,0.92,162,176
526,0.0,0.0,1.0,0.0,211,0.98,52,53
527,1.0,0.0,0.0,0.0,19,1.13,106,94
528,1.0,0.0,0.0,0.0,19,1.13,106,94
529,0.0,0.0,1.0,0.0,219,0.91,70,77
530,0.0,0.0,0.0,1.0,72,0.42,89,210
531,0.0,0.0,1.0,0.0,220,1.0,45,45
532,0.0,0.0,1.0,0.0,213,1.24,47,38
533,0.0,0.0,1.0,0.0,220,1.15,53,46
534,1.0,0.0,0.0,0.0,20,1.14,72,63
535,0.0,0.0,0.0,1.0,57,0.93,227,243
536,0.0,1.0,0.0,0.0,244,0.83,44,53
537,0.0,0.0,0.0,1.0,68,0.65,54,83
538,1.0,0.0,0.0,0.0,24,0.98,170,173
539,0.0,0.0,0.0,1.0,67,0.64,58,90
540,1.0,0.0,0.0,0.0,24,0.98,170,173
541,0.0,1.0,0.0,0.0,245,0.8,84,105
542,0.0,0.0,0.0,1.0,133,1.05,40,38
543,0.0,1.0,0.0,0.0,259,0.48,37,77
544,0.0,0.0,1.0,0.0,222,1.23,59,48
545,0.0,0.0,0.0,1.0,78,0.48,110,229
546,0.0,0.0,0.0,1.0,78,0.48,110,229
547,1.0,0.0,0.0,0.0,29,0.95,74,78
548,0.0,0.0,1.0,0.0,214,0.62,76,122
549,0.0,1.0,0.0,0.0,244,0.84,36,43
550,0.0,0.0,0.0,1.0,58,0.85,56,66
551,0.0,0.0,0.0,1.0,64,0.89,126,141
552,0.0,0.0,1.0,0.0,219,0.97,69,71
553,1.0,0.0,0.0,0.0,33,1.02,199,196
554,0.0,0.0,0.0,1.0,75,0.49,49,100
555,0.0,0.0,1.0,0.0,209,1.0,33,33
556,1.0,0.0,0.0,0.0,15,0.88,59,67
557,1.0,0.0,0.0,0.0,15,0.88,59,67
558,0.0,0.0,1.0,0.0,220,0.94,66,70
559,0.0,0.0,0.0,1.0,71,0.62,97,157
560,0.0,0.0,0.0,1.0,71,0.62,97,157
561,0.0,0.0,1.0,0.0,228,1.23,96,78
562,0.0,0.0,1.0,0.0,228,1.23,96,78
563,0.0,1.0,0.0,0.0,240,0.83,48,58
564,0.0,0.0,1.0,0.0,222,0.92,48,52
565,0.0,0.0,0.0,1.0,63,0.82,85,104
566,0.0,0.0,1.0,0.0,213,0.75,36,48
567,1.0,0.0,0.0,0.0,355,0.94,30,32
568,0.0,0.0,1.0,0.0,212,1.16,44,38
569,1.0,0.0,0.0,0.0,19,1.05,131,125
570,0.0,0.0,1.0,0.0,211,1.15,46,40
571,0.0,1.0,0.0,0.0,241,0.83,39,47
572,0.0,0.0,1.0,0.0,209,0.96,49,51
573,0.0,0.0,0.0,1.0,74,0.41,44,107
574,0.0,0.0,0.0,1.0,74,0.41,44,107
575,1.0,0.0,0.0,0.0,21,1.03,119,116
576,0.0,1.0,0.0,0.0,246,0.62,42,68
577,0.0,0.0,0.0,1.0,75,0.6,60,100
578,1.0,0.0,0.0,0.0,32,0.9,119,132
579,0.0,0.0,0.0,1.0,60,0.95,105,111
580,1.0,0.0,0.0,0.0,13,1.0,62,62
581,1.0,0.0,0.0,0.0,31,0.72,93,130
582,0.0,0.0,0.0,1.0,89,0.9,36,40
583,1.0,0.0,0.0,0.0,18,0.72,121,168
584,0.0,0.0,1.0,0.0,217,0.85,141,165
585,1.0,0.0,0.0,0.0,39,0.91,201,220
586,1.0,0.0,0.0,0.0,28,1.05,210,200
587,1.0,0.0,0.0,0.0,24,0.93,162,174
588,1.0,0.0,0.0,0.0,41,1.05,166,158
589,0.0,0.0,1.0,0.0,214,0.88,76,86
590,0.0,0.0,1.0,0.0,225,0.98,87,89
591,1.0,0.0,0.0,0.0,29,0.95,91,96
592,0.0,0.0,0.0,1.0,71,0.57,62,108
593,0.0,0.0,0.0,1.0,77,0.55,55,100
594,0.0,0.0,1.0,0.0,214,1.15,53,46
595,1.0,0.0,0.0,0.0,38,0.93,257,275
596,0.0,0.0,0.0,1.0,71,0.58,82,141
597,0.0,0.0,0.0,1.0,53,1.05,133,127
598,0.0,1.0,0.0,0.0,251,0.41,40,98
599,1.0,0.0,0.0,0.0,34,1.09,271,248
600,1.0,0.0,0.0,0.0,16,0.93,88,95
601,0.0,0.0,1.0,0.0,216,1.03,36,35
602,0.0,1.0,0.0,0.0,236,1.06,51,48
603,0.0,1.0,0.0,0.0,248,0.65,39,60
604,1.0,0.0,0.0,0.0,29,1.08,167,155
605,1.0,0.0,0.0,0.0,28,0.96,91,95
606,0.0,0.0,1.0,0.0,222,0.96,50,52
607,0.0,0.0,1.0,0.0,226,1.04,54,52
608,0.0,0.0,1.0,0.0,226,1.04,54,52
609,0.0,0.0,1.0,0.0,219,1.08,83,77
610,0.0,0.0,0.0,1.0,57,0.77,62,81
611,1.0,0.0,0.0,0.0,35,0.93,122,131
612,0.0,0.0,1.0,0.0,206,0.91,31,34
613,0.0,0.0,0.0,1.0,43,1.35,168,124
614,1.0,0.0,0.0,0.0,38,1.07,214,200
615,0.0,0.0,0.0,1.0,94,0.92,46,50
616,0.0,0.0,0.0,1.0,58,1.26,44,35
617,0.0,0.0,1.0,0.0,218,1.18,58,49
618,0.0,0.0,1.0,0.0,228,1.23,100,81
619,0.0,0.0,0.0,1.0,48,1.2,147,122
620,0.0,0.0,1.0,0.0,228,0.99,67,68
621,0.0,0.0,0.0,1.0,58,0.87,195,224
622,0.0,0.0,1.0,0.0,203,1.0,36,36
623,0.0,1.0,0.0,0.0,249,0.53,43,81
624,1.0,0.0,0.0,0.0,16,0.91,139,152
625,0.0,0.0,0.0,1.0,64,0.76,90,119
626,0.0,0.0,0.0,1.0,54,0.89,142,160
627,0.0,0.0,1.0,0.0,217,1.03,66,64
628,1.0,0.0,0.0,0.0,28,0.98,109,111
629,1.0,0.0,0.0,0.0,28,0.98,109,111
630,0.0,0.0,1.0,0.0,219,1.09,50,46
631,0.0,0.0,0.0,1.0,64,0.81,71,88
632,0.0,0.0,1.0,0.0,200,1.07,46,43
633,0.0,0.0,1.0,0.0,200,1.06,67,63
634,0.0,0.0,1.0,0.0,217,0.95,42,44
635,0.0,0.0,1.0,0.0,217,0.95,42,44
636,0.0,1.0,0.0,0.0,255,0.51,56,110
637,1.0,0.0,0.0,0.0,13,1.0,59,59
638,0.0,0.0,1.0,0.0,210,1.14,83,73
639,1.0,0.0,0.0,0.0,14,1.13,70,62
640,1.0,0.0,0.0,0.0,9,1.03,37,36
641,0.0,0.0,1.0,0.0,221,1.19,88,74
642,0.0,0.0,1.0,0.0,223,1.16,80,69
643,0.0,0.0,0.0,1.0,63,0.72,77,107
644,1.0,0.0,0.0,0.0,19,0.98,55,56
645,1.0,0.0,0.0,0.0,19,1.13,90,80
646,1.0,0.0,0.0,0.0,19,1.13,90,80
647,1.0,0.0,0.0,0.0,11,0.98,59,60
648,0.0,0.0,1.0,0.0,206,1.0,35,35
649,0.0,0.0,1.0,0.0,206,1.0,35,35
650,0.0,1.0,0.0,0.0,242,0.83,89,107
651,0.0,0.0,1.0,0.0,220,1.2,61,51
652,0.0,0.0,1.0,0.0,220,1.2,61,51
653,1.0,0.0,0.0,0.0,16,0.97,57,59
654,0.0,1.0,0.0,0.0,231,1.12,48,43
655,1.0,0.0,0.0,0.0,17,0.86,75,87
656,0.0,0.0,1.0,0.0,208,1.08,52,48
657,0.0,1.0,0.0,0.0,222,1.63,52,32
658,1.0,0.0,0.0,0.0,22,1.03,128,124
659,0.0,0.0,0.0,1.0,63,0.76,158,209
660,0.0,0.0,1.0,0.0,220,1.03,60,58
661,1.0,0.0,0.0,0.0,28,0.91,75,82
662,0.0,1.0,0.0,0.0,249,0.59,36,61
663,1.0,0.0,0.0,0.0,24,0.98,110,112
664,0.0,0.0,1.0,0.0,223,1.05,59,56
665,1.0,0.0,0.0,0.0,24,0.91,106,116
666,0.0,0.0,1.0,0.0,210,1.14,48,42
667,1.0,0.0,0.0,0.0,20,1.21,116,96
668,0.0,0.0,0.0,1.0,46,1.1,339,307
669,0.0,0.0,0.0,1.0,52,1.21,136,112
670,0.0,0.0,1.0,0.0,222,1.04,54,52
671,0.0,0.0,1.0,0.0,218,0.91,48,53
672,0.0,0.0,0.0,1.0,65,0.92,266,288
673,0.0,0.0,0.0,1.0,45,1.22,294,241
674,1.0,0.0,0.0,0.0,27,0.98,129,131
675,0.0,0.0,1.0,0.0,207,0.85,33,39
676,0.0,0.0,0.0,1.0,78,0.38,40,105
677,0.0,0.0,0.0,1.0,53,1.0,189,189
678,0.0,0.0,1.0,0.0,210,0.98,59,60
679,1.0,0.0,0.0,0.0,18,1.02,100,98
680,0.0,0.0,1.0,0.0,210,0.98,59,60
681,1.0,0.0,0.0,0.0,22,0.88,104,118
682,0.0,0.0,0.0,1.0,43,1.35,174,129
683,0.0,1.0,0.0,0.0,246,0.74,54,73
684,1.0,0.0,0.0,0.0,32,1.02,108,106
685,0.0,0.0,1.0,0.0,217,1.22,99,81
686,0.0,0.0,1.0,0.0,206,0.96,47,49
687,0.0,0.0,1.0,0.0,217,1.22,99,81
688,1.0,0.0,0.0,0.0,19,1.0,129,129
689,1.0,0.0,0.0,0.0,19,1.0,129,129
690,0.0,1.0,0.0,0.0,250,0.57,44,77
691,0.0,1.0,0.0,0.0,307,0.97,136,140
692,0.0,0.0,0.0,1.0,72,0.47,61,131
693,0.0,1.0,0.0,0.0,246,0.62,39,63
694,1.0,0.0,0.0,0.0,43,1.1,483,439
695,0.0,1.0,0.0,0.0,251,0.6,27,45
696,0.0,1.0,0.0,0.0,247,0.5,24,48
697,0.0,1.0,0.0,0.0,251,0.6,27,45
698,0.0,0.0,1.0,0.0,214,0.98,45,46
699,0.0,0.0,1.0,0.0,214,0.98,45,46
700,0.0,0.0,0.0,1.0,64,0.74,147,200
701,1.0,0.0,0.0,0.0,16,0.98,87,89
702,1.0,0.0,0.0,0.0,25,1.01,69,68
703,1.0,0.0,0.0,0.0,13,0.98,64,65
704,1.0,0.0,0.0,0.0,13,0.87,69,79
705,0.0,0.0,1.0,0.0,222,1.33,53,40
706,1.0,0.0,0.0,0.0,38,0.93,309,331
707,1.0,0.0,0.0,0.0,45,0.95,270,283
708,0.0,0.0,0.0,1.0,63,0.73,104,142
709,1.0,0.0,0.0,0.0,27,0.99,140,141
710,0.0,1.0,0.0,0.0,247,0.64,27,42
711,0.0,0.0,0.0,1.0,69,0.5,51,103
712,0.0,0.0,1.0,0.0,223,0.92,82,89
713,1.0,0.0,0.0,0.0,22,0.9,99,110
714,0.0,0.0,1.0,0.0,201,0.95,59,62
715,0.0,1.0,0.0,0.0,247,0.88,53,60
716,0.0,0.0,0.0,1.0,48,1.18,146,124
717,0.0,0.0,0.0,1.0,57,0.81,291,358
718,0.0,0.0,0.0,1.0,53,1.07,152,142
719,0.0,0.0,1.0,0.0,219,1.02,55,54
720,0.0,0.0,1.0,0.0,216,0.98,41,42
721,0.0,0.0,0.0,1.0,56,0.86,128,149
722,0.0,0.0,0.0,1.0,68,0.67,126,187
723,1.0,0.0,0.0,0.0,25,0.99,116,117
724,0.0,1.0,0.0,0.0,247,0.61,50,82
725,0.0,1.0,0.0,0.0,254,0.44,39,88
726,0.0,0.0,0.0,1.0,72,0.55,58,105
727,0.0,1.0,0.0,0.0,243,0.84,31,37
728,0.0,1.0,0.0,0.0,244,0.73,87,120
729,0.0,1.0,0.0,0.0,244,0.63,42,67
730,0.0,0.0,1.0,0.0,222,0.98,79,81
731,0.0,0.0,0.0,1.0,54,1.03,226,220
732,0.0,1.0,0.0,0.0,246,0.76,35,46
733,1.0,0.0,0.0,0.0,16,1.04,120,115
734,1.0,0.0,0.0,0.0,23,0.89,68,76
735,0.0,0.0,1.0,0.0,208,1.2,73,61
736,0.0,1.0,0.0,0.0,244,0.7,39,56
737,1.0,0.0,0.0,0.0,36,0.89,78,88
738,0.0,1.0,0.0,0.0,238,1.02,42,41
739,0.0,0.0,1.0,0.0,208,1.0,39,39
740,0.0,0.0,0.0,1.0,59,0.94,78,83
741,1.0,0.0,0.0,0.0,16,0.9,54,60
742,1.0,0.0,0.0,0.0,11,0.95,38,40
743,0.0,0.0,0.0,1.0,70,0.58,118,205
744,0.0,0.0,0.0,1.0,52,0.99,124,125
745,0.0,0.0,1.0,0.0,217,1.08,78,72
746,1.0,0.0,0.0,0.0,19,0.9,60,67
747,0.0,0.0,1.0,0.0,220,0.99,83,84
748,0.0,0.0,0.0,1.0,73,0.44,68,155
749,0.0,0.0,0.0,1.0,67,0.61,87,142
750,0.0,0.0,0.0,1.0,67,0.61,87,142
751,0.0,1.0,0.0,0.0,249,0.53,41,78
752,0.0,0.0,0.0,1.0,62,0.68,108,158
753,0.0,1.0,0.0,0.0,249,0.53,41,78
754,0.0,0.0,0.0,1.0,68,0.62,52,84
755,0.0,0.0,0.0,1.0,68,0.62,52,84
756,0.0,1.0,0.0,0.0,250,0.49,44,90
757,0.0,0.0,0.0,1.0,71,0.58,70,120
758,0.0,1.0,0.0,0.0,250,0.49,44,90
759,1.0,0.0,0.0,0.0,17,1.08,70,65
760,1.0,0.0,0.0,0.0,17,1.08,70,65
761,0.0,0.0,1.0,0.0,216,1.04,83,80
762,0.0,1.0,0.0,0.0,250,0.56,44,79
763,0.0,0.0,1.0,0.0,202,0.93,41,44
764,0.0,1.0,0.0,0.0,230,1.09,62,57
765,0.0,1.0,0.0,0.0,253,0.48,67,141
766,0.0,1.0,0.0,0.0,231,1.04,117,112
767,0.0,0.0,1.0,0.0,202,0.94,51,54
768,0.0,0.0,1.0,0.0,199,0.92,46,50
769,1.0,0.0,0.0,0.0,13,0.91,50,55
770,1.0,0.0,0.0,0.0,30,0.99,133,134
771,0.0,0.0,1.0,0.0,197,1.04,48,46
772,0.0,0.0,0.0,1.0,50,1.15,185,161
773,1.0,0.0,0.0,0.0,14,1.01,68,67
774,1.0,0.0,0.0,0.0,23,0.96,82,85
775,0.0,1.0,0.0,0.0,251,0.52,55,105
776,0.0,1.0,0.0,0.0,305,1.67,50,30
777,0.0,0.0,1.0,0.0,195,0.89,33,37
778,0.0,0.0,0.0,1.0,66,0.75,169,224
779,0.0,0.0,1.0,0.0,219,1.12,167,149
780,0.0,0.0,1.0,0.0,199,0.97,61,63
781,0.0,1.0,0.0,0.0,226,1.16,136,117
782,1.0,0.0,0.0,0.0,19,0.93,69,74
783,1.0,0.0,0.0,0.0,15,0.89,55,62
784,0.0,1.0,0.0,0.0,248,0.59,52,88
785,1.0,0.0,0.0,0.0,22,1.33,137,103
786,0.0,0.0,0.0,1.0,55,1.05,207,197
787,1.0,0.0,0.0,0.0,39,0.91,195,215
788,0.0,0.0,1.0,0.0,197,0.93,51,55
789,1.0,0.0,0.0,0.0,19,1.07,144,134
790,0.0,0.0,1.0,0.0,196,1.07,46,43
791,0.0,0.0,1.0,0.0,207,0.91,88,97
792,0.0,1.0,0.0,0.0,283,1.0,33,33
793,1.0,0.0,0.0,0.0,20,1.02,170,166
794,1.0,0.0,0.0,0.0,31,1.08,196,181
795,0.0,0.0,1.0,0.0,198,1.03,60,58
796,1.0,0.0,0.0,0.0,28,0.94,134,142
797,1.0,0.0,0.0,0.0,28,0.94,134,142
798,0.0,0.0,1.0,0.0,206,1.25,94,75
799,1.0,0.0,0.0,0.0,29,1.0,170,170
800,1.0,0.0,0.0,0.0,16,1.11,61,55
801,0.0,1.0,0.0,0.0,244,0.73,75,103
802,0.0,0.0,1.0,0.0,200,0.98,51,52
803,0.0,0.0,0.0,1.0,64,0.81,159,197
804,0.0,1.0,0.0,0.0,245,0.89,93,105
805,0.0,0.0,1.0,0.0,215,1.11,114,103
806,0.0,1.0,0.0,0.0,249,0.92,84,91
807,0.0,1.0,0.0,0.0,256,0.5,47,94
808,1.0,0.0,0.0,0.0,14,1.07,59,55
809,0.0,1.0,0.0,0.0,252,0.5,52,104
810,0.0,0.0,1.0,0.0,211,1.13,135,120
811,0.0,1.0,0.0,0.0,235,1.05,107,102
812,0.0,1.0,0.0,0.0,227,1.21,181,149
813,0.0,0.0,1.0,0.0,221,1.08,94,87
814,0.0,0.0,0.0,1.0,49,0.89,366,411
815,0.0,0.0,1.0,0.0,226,0.89,104,117
816,0.0,0.0,1.0,0.0,211,0.99,68,69
817,0.0,0.0,1.0,0.0,211,0.99,68,69
818,0.0,0.0,1.0,0.0,197,0.96,49,51
819,0.0,0.0,1.0,0.0,197,0.96,49,51
820,0.0,0.0,1.0,0.0,204,0.92,44,48
821,0.0,1.0,0.0,0.0,254,0.47,52,111
822,0.0,0.0,0.0,1.0,62,0.85,71,84
823,0.0,0.0,1.0,0.0,220,1.15,62,54
824,0.0,0.0,0.0,1.0,62,0.85,71,84
825,0.0,0.0,0.0,1.0,79,0.5,46,92
826,0.0,0.0,1.0,0.0,216,1.16,58,50
827,0.0,0.0,1.0,0.0,216,1.16,58,50
828,0.0,0.0,1.0,0.0,194,1.06,35,33
829,1.0,0.0,0.0,0.0,23,1.15,93,81
830,1.0,0.0,0.0,0.0,20,0.89,39,44
831,0.0,1.0,0.0,0.0,225,1.27,61,48
832,1.0,0.0,0.0,0.0,20,0.89,39,44
833,1.0,0.0,0.0,0.0,17,0.84,92,110
834,0.0,0.0,0.0,1.0,60,1.04,145,139
835,1.0,0.0,0.0,0.0,49,1.42,64,45
836,0.0,1.0,0.0,0.0,250,0.64,67,104
837,0.0,0.0,0.0,1.0,66,0.52,98,188
838,1.0,0.0,0.0,0.0,29,1.01,127,126
839,0.0,0.0,1.0,0.0,217,0.9,78,87
840,0.0,0.0,0.0,1.0,49,1.45,246,170
841,0.0,0.0,1.0,0.0,228,1.12,145,130
842,1.0,0.0,0.0,0.0,13,0.95,53,56
843,0.0,0.0,0.0,1.0,72,0.53,77,145
844,0.0,1.0,0.0,0.0,225,1.25,64,51
845,0.0,0.0,1.0,0.0,215,1.27,119,94
846,1.0,0.0,0.0,0.0,25,0.88,87,99
847,0.0,1.0,0.0,0.0,257,0.58,33,57
848,1.0,0.0,0.0,0.0,29,0.84,83,99
849,1.0,0.0,0.0,0.0,26,0.89,104,117
850,0.0,0.0,0.0,1.0,82,0.51,98,193
851,0.0,0.0,0.0,1.0,45,1.24,222,179
852,1.0,0.0,0.0,0.0,17,0.89,51,57
853,0.0,0.0,1.0,0.0,228,1.02,66,65
854,0.0,0.0,1.0,0.0,213,1.01,100,99
855,0.0,0.0,1.0,0.0,213,1.01,100,99
856,1.0,0.0,0.0,0.0,42,0.95,188,198
857,0.0,0.0,0.0,1.0,73,0.58,64,110
858,0.0,0.0,0.0,1.0,52,0.99,92,93
859,0.0,0.0,0.0,1.0,52,0.99,92,93
860,0.0,1.0,0.0,0.0,258,0.58,59,101
861,0.0,0.0,0.0,1.0,56,0.8,124,155
862,0.0,0.0,1.0,0.0,214,1.0,123,123
863,0.0,0.0,1.0,0.0,214,1.0,123,123
864,0.0,1.0,0.0,0.0,252,0.54,41,76
865,0.0,0.0,1.0,0.0,218,1.14,49,43
866,0.0,0.0,0.0,1.0,78,0.52,48,93
867,0.0,0.0,1.0,0.0,216,1.09,49,45
868,1.0,0.0,0.0,0.0,31,0.87,76,87
869,0.0,0.0,1.0,0.0,209,0.89,62,70
870,1.0,0.0,0.0,0.0,21,1.05,64,61
871,1.0,0.0,0.0,0.0,25,1.04,56,54
872,0.0,0.0,1.0,0.0,214,1.23,70,57
873,0.0,1.0,0.0,0.0,247,0.63,58,92
874,1.0,0.0,0.0,0.0,20,1.01,109,108
875,1.0,0.0,0.0,0.0,11,0.93,43,46
876,0.0,0.0,0.0,1.0,76,0.55,42,76
877,0.0,0.0,1.0,0.0,196,0.9,36,40
878,0.0,0.0,0.0,1.0,85,0.42,69,164
879,0.0,0.0,1.0,0.0,215,0.94,59,63
880,0.0,0.0,0.0,1.0,50,1.08,113,105
881,0.0,0.0,0.0,1.0,49,0.99,94,95
882,0.0,0.0,1.0,0.0,228,0.91,100,110
883,0.0,0.0,0.0,1.0,57,1.09,109,100
884,0.0,0.0,0.0,1.0,75,0.56,72,128
885,1.0,0.0,0.0,0.0,39,0.82,106,130
886,1.0,0.0,0.0,0.0,21,0.94,49,52
887,0.0,0.0,0.0,1.0,43,1.26,147,117
888,0.0,0.0,1.0,0.0,205,1.13,69,61
889,0.0,0.0,1.0,0.0,225,1.12,109,97
890,0.0,0.0,0.0,1.0,66,0.61,56,92
891,1.0,0.0,0.0,0.0,19,0.88,58,66
892,0.0,0.0,1.0,0.0,218,1.0,71,71
893,0.0,0.0,0.0,1.0,70,0.63,59,94
894,1.0,0.0,0.0,0.0,25,1.03,103,100
895,0.0,0.0,1.0,0.0,205,1.0,49,49
896,0.0,0.0,1.0,0.0,205,0.96,49,51
897,0.0,1.0,0.0,0.0,222,1.54,105,68
898,0.0,0.0,0.0,1.0,56,1.1,107,97
899,1.0,0.0,0.0,0.0,16,1.02,124,122
900,0.0,0.0,0.0,1.0,89,0.78,38,49
901,1.0,0.0,0.0,0.0,44,0.89,143,160
902,0.0,0.0,0.0,1.0,77,0.45,54,119
903,0.0,1.0,0.0,0.0,253,0.39,24,62
904,0.0,0.0,0.0,1.0,81,0.37,30,81
905,0.0,0.0,0.0,1.0,78,0.59,40,68
906,0.0,0.0,1.0,0.0,151,1.05,41,39
907,0.0,0.0,1.0,0.0,134,1.43,129,90
908,0.0,1.0,0.0,0.0,314,1.0,249,248
909,0.0,0.0,0.0,1.0,67,0.79,84,106
910,1.0,0.0,0.0,0.0,26,0.96,124,129
911,0.0,1.0,0.0,0.0,248,0.7,39,56
912,0.0,1.0,0.0,0.0,248,0.75,39,52
913,1.0,0.0,0.0,0.0,24,1.02,151,148
914,0.0,0.0,0.0,1.0,69,0.6,74,124
915,0.0,0.0,0.0,1.0,69,0.72,152,210
916,1.0,0.0,0.0,0.0,20,1.17,126,108
917,1.0,0.0,0.0,0.0,25,0.85,93,110
918,0.0,0.0,0.0,1.0,64,0.68,155,227
919,0.0,0.0,0.0,1.0,72,0.55,96,176
920,1.0,0.0,0.0,0.0,26,0.88,144,163
921,1.0,0.0,0.0,0.0,21,1.09,38,35
922,0.0,0.0,0.0,1.0,74,0.62,82,133
923,0.0,1.0,0.0,0.0,255,0.69,41,59
924,1.0,0.0,0.0,0.0,32,0.93,108,116
925,1.0,0.0,0.0,0.0,22,1.01,80,79
926,0.0,1.0,0.0,0.0,246,0.75,70,93
927,1.0,0.0,0.0,0.0,14,0.91,40,44
928,1.0,0.0,0.0,0.0,26,0.93,106,114
929,0.0,0.0,1.0,0.0,204,0.98,82,84
930,1.0,0.0,0.0,0.0,25,1.16,147,127
931,1.0,0.0,0.0,0.0,17,1.0,63,63
932,0.0,0.0,1.0,0.0,195,1.0,49,49
933,1.0,0.0,0.0,0.0,20,0.92,34,37
934,0.0,1.0,0.0,0.0,238,0.88,38,43
935,1.0,0.0,0.0,0.0,18,0.93,65,70
936,1.0,0.0,0.0,0.0,26,1.01,117,116
937,0.0,1.0,0.0,0.0,254,0.46,37,80
938,0.0,1.0,0.0,0.0,274,1.0,34,34
939,1.0,0.0,0.0,0.0,29,0.93,160,172
940,1.0,0.0,0.0,0.0,33,0.99,162,164
941,0.0,1.0,0.0,0.0,251,0.53,58,110
942,0.0,0.0,0.0,1.0,84,0.62,118,190
943,0.0,0.0,0.0,1.0,42,0.9,117,130
944,0.0,0.0,0.0,1.0,54,1.32,123,93
945,0.0,1.0,0.0,0.0,252,0.41,31,75
946,0.0,0.0,0.0,1.0,45,1.08,215,200
947,0.0,0.0,1.0,0.0,211,0.91,40,44
948,0.0,1.0,0.0,0.0,247,0.89,56,63
949,0.0,0.0,1.0,0.0,203,1.02,67,66
950,1.0,0.0,0.0,0.0,43,1.08,146,135
951,1.0,0.0,0.0,0.0,36,0.99,87,88
952,1.0,0.0,0.0,0.0,23,0.93,67,72
953,1.0,0.0,0.0,0.0,18,1.0,45,45
954,0.0,1.0,0.0,0.0,256,0.37,22,59
955,0.0,1.0,0.0,0.0,250,0.7,60,86
956,0.0,0.0,1.0,0.0,205,0.98,48,49
957,0.0,0.0,0.0,1.0,60,0.9,106,118
958,0.0,0.0,0.0,1.0,73,0.55,64,117
959,1.0,0.0,0.0,0.0,28,0.76,71,93
960,0.0,0.0,1.0,0.0,215,0.96,75,78
961,0.0,0.0,1.0,0.0,213,0.82,80,97
962,0.0,1.0,0.0,0.0,248,0.53,51,96
963,1.0,0.0,0.0,0.0,34,0.82,113,138
964,0.0,0.0,0.0,1.0,61,0.89,88,99
965,0.0,0.0,1.0,0.0,135,1.55,68,44
966,1.0,0.0,0.0,0.0,43,1.09,191,175
967,0.0,0.0,1.0,0.0,206,1.11,84,76
968,0.0,1.0,0.0,0.0,252,0.62,50,81
969,0.0,0.0,1.0,0.0,224,0.96,119,124
970,1.0,0.0,0.0,0.0,23,1.1,133,121
971,0.0,0.0,1.0,0.0,206,0.89,51,57
972,1.0,0.0,0.0,0.0,14,1.03,36,35
973,1.0,0.0,0.0,0.0,23,0.86,38,44
974,0.0,0.0,0.0,1.0,76,0.48,48,99
975,0.0,1.0,0.0,0.0,245,0.7,42,60
976,0.0,1.0,0.0,0.0,247,0.7,42,60
977,1.0,0.0,0.0,0.0,22,0.93,77,83
978,0.0,0.0,1.0,0.0,212,1.0,51,51
979,0.0,0.0,0.0,1.0,46,1.14,176,155
980,0.0,0.0,1.0,0.0,198,1.02,58,57
981,0.0,0.0,1.0,0.0,211,0.92,73,79
982,0.0,0.0,0.0,1.0,57,0.89,161,181
983,0.0,0.0,0.0,1.0,53,0.91,107,117
984,0.0,0.0,0.0,1.0,59,0.84,102,122
985,0.0,0.0,0.0,1.0,59,0.8,132,166
986,0.0,0.0,0.0,1.0,49,1.23,178,145
987,0.0,0.0,0.0,1.0,78,0.48,56,116
988,0.0,0.0,1.0,0.0,224,0.94,47,50
989,0.0,1.0,0.0,0.0,236,0.92,46,50
990,0.0,1.0,0.0,0.0,256,0.36,22,61
